grookies and gream for when you crave pudding in the dead of winter and regular pudding is too cold,0
josh come over for thanksgiving really means josh cook everything in my house for thanksgiving,0
uncle douggary,0
you should do a will it whip cream and put them on pumpkin pie,1
it made me sad that rhett and link arent going to be together on thanksgiving,0
bull shit,0
heads exploding and chests being opened up while gaming for 10 hours straight shows fortnite and super smash bros,0
i could list plenty of vets that absolutely disagree violent video games cause violence yes including combat vets people have been arguing that this or that cause violence in young people for a century theres an episode of the twilight zone from you like season one or two 19591960 that tells the story of an old guy trying to spew the same thing of course showing how ignorant these people get because they dont understand something,0
anyone else want recipes for some of these,0
link didnt want to poor rhetts he just wanted rhett to poor his so cute,0
what will hapen with a full stein of beer and rhett lactose intolerance  oreo wont save his family  also where are the simple pleasures of blood gravy,0
when are they gonna will it cotton candy randy,0
dressing if youre not stuffing your stuffing in the bird then you are missing out my friend mmmm all those good turkey juices,0
aaaaaahbisto,0
dont blame video games because you cant find a reason to blame,0
1037 rhett is wearing gloves this is gonna be good,0
i gagged when they ate the goo,0
this is the first time ive actually come extremely close to vomiting while watching this show good thing i havent ate anything yet today hagfish gravy was a mistake chief,0
the ratings of every game are 17 yet claim they make kids violent their parents should stop them if it damaging them which it is notyou sell guns to everyoneyou make people pay for being shot after a hospital visit,0
yung gravy,0
i put the video on slow mo and watched rhett eject iit and it is hilarious xd,0
i feel awful for her sons,0
idk what i would put pizza gravy on but i feel a deep need to eat it on like a daily basis lol,0
i wish yall had smellovision i have a cold and a blocked nose even if i did have it i still probably wouldnt be able to smell it lol,1
sono mention of veterans day,0
josh needs his own youtube channel showing the process he takes to make these things for the show giving us a back stage pass,1
pasty and tasty,0
congrats link link 1 rhett 0,0
do will it ravioli,1
very clingy to anything it touchesperfect description of me ,0
everyone should stop to appreciate the fact this is one of those few rare occasions where link swallowed something while rhett gagged it out instead of the opposite way around,0
i wanna see them do this on jimmy fallon haha,0
short answer no,0
645 people were trolls cause everyone dislikes this,0
why is the dislikes 83k and likes 673 ignorant people,0
why,0
ben shapiro,0
1220 dry heaving,0
how much food did you guys waste doing this yall had some king plates for every gravy and damn come on oreo gravy on the cheesecake were a society for desert sake,0
i laughed so much watching this  my two year old had me up all night so thank you x ps does anyone else have to clear their throat and swallow before watching them eat disgusting things,0
oh im violint oh so let me buy a gun and shoot up and orphanage teach those fuckers a lesson sorry ur mum and dad didnt luv u or r dead,0
will it stuffing,0
am i the only one who watches each episode twice just to watch link the whole time through then rhett the second time through,0
i played candy crush today and then  i went out today and murdered a group of harmless toddlers,0
i feel like if u take awake certain video games then there will be a rebel and we will end up with more violence then we would have if people just left gamers alone,0
yeah im bout to become a professional school shooter and commit grand theft auto because thats what cod and gta told me to do yeah lets get to itive played mortal kombat gta cod ect all these graphics game and never have had the urge to shoot or hurt someone if they take my games away from me ill be upset,0
shootings have gone down over the future we just have better tech to track more,0
to bad oreos are crap lol,0
i live in the deep south one time my grandma spilled the turkey juices all over the floor so she proceeded to fry some squirrel that my grandpa had just caught and made squirrel gravy needless to say it was a weird thanksgiving,0
rhett man i wish we had smellovisionme lol i dont,0
ben shapiro destroys morality with facts and logic,0
if you added turkey drippings to the rose doesnt that mean you just made a normal gravy with wine in it i dont think that shows how good rose could be for gravy,0
can you do will it latte i think that would be really fun to do,1
1128 thats a nissan sentra,0
i swear i gagged three times but got through the video link way to go idk how you did that youre the man,0
rhett and link where is your gravy boats that you had last year i was hoping yall was going to make and sell it this year i wanted them last year and i still want them this year,0
that fisheel slime stuff was one of the worst things you have tried i couldnt look at it yet am still about to throw up from the short glance i did take i feel sick oh gosh how link,0
i i dont like gravy,0
has link ever been tested ya know for being slightly mentally deficient,0
950 i just choked on my drink why does link do these things lol,0
chocolate gravy is amazing so im sure the oreo is great lol,0
ben shapiro saves the day,0
it is so pizzay,0
gravy aint gravy unless its in a yorkshire pudding,0
609 me chokes on coffee ,0
315 her dumbass didnt understand shapiros advanced intellect or vocabulary so she changed the subject,0
remember when they were more than just will its,0
dink itsink itviolently eject it,0
oreo gravy the epitome of fondue,0
rhett slowly eats edible thonglink rips the whole thing apart and sends projectile crotch beads flying through the air,0
50 shades of gravy opportunity seized and it was genius,0
84kwow,0
now im positive link has been replaced by a robot alian and has the mythical cast hostage,0
for the queen,0
gravy is my favorite beverage,0
video games are violentcoming from fox news and trump,0
950 best part youre welcome,0
i want the pizza gravy ingredients and the instructions,1
is this show really family friendly anymore,0
shouldve invited yung gravy,1
anyone else a bit disappointed in the progress of the fund raising for st jude,0
will it bacon,0
will it turducken,0
there are rating systems for these for a long time wtf educate the parents about these games and as shapiro said parents should be given the authority to regulate,1
everything is better with gravy its a beverage in my house,0
rhett said the f word 939,0
whattt where is the liverpigs bloodgravy lol,0
loooooool,0
will it cake,0
love all the videos keep up the good work and thanks for crew keeping the editing and setup on point ,0
respect to the lieutenant but he is full of it researches show quite the opposite,0
no pigs blood gravy disappointed,0
i have been watching this show for 4 years watching them eat the hagfish slime is the first time that i ever gagged watching this show i dont know how you guys do it just keep up the good work,0
where is the gmm cookbook on mythicalstore,0
one daygordon ramsay will guest star,0
honestly im pretty done with them eating gross things i say we get the boys to commentate others eating gross shit,0
about to go to sleep from aus,0
fk,0
you guys should do a will it hat,1
comment im lonely,0
rhett said that link was gonna projectile vomit with his method but he was the one to spit it out,0
ha10k dislikes,0
you should do weirdest cupons guessing game,1
in real life we have a lot of violencelets block real life,0
its sad that they dont do thanksgiving together,0
1 grizzagritza2 grovy3 rovi4 goon5 gragdang im on an episodethanks for featuring d,0
whenever you guys have these food showscan we actually get another video of a behind the scene  vid of josh making the food i think that would be pretty interesting to see how he comes up with the recipes,0
aaaaaand rhett is already in a christmas sweater its good to get festive early,0
is it me or does rhett sometimes look annoyed with link brochill,0
i really wanted rhett to eat liver gravy it is delicious and it is the best gravy,0
i was laughing so hard during the hag fish gravy that my eyes started watering that was hilarious link that was amazing that you got that down,0
tomorrow you should ask the age old question will it pad thai,1
will it boil for safety,0
finally someone is recognizing thanksgiving instead of skipping to christmas,0
girls dont play games thats sexist,0
when you say juice and dripping boy it gets me hungry no one peeped,0
not to be bad but the hagfish gravy looks like something kind of spg,0
i honestly wanna see if josh the crew goes to rhett or links house,0
it was said to be unconstitutional for them to censor games and the news woman and her guest you can see on there faces they are just against him with every inch of there being,0
early,0
gravy on fries or a burger yum ,0
the guy who swallowed the food with the hagfish slime looks like link ,0
will it pizza roll,0
smellavision is an underrated moment of rhett,0
early squad,0
so when is josh competing on chopped,0
i almost got sick watching this episode,0
will it rice crispy,0
that bit of hagfish slime rhett put on his potatoes was probably the nastiest thing ive seen on this show,0
thanksgiving was last month hello,0
im genuinely worried for links life now lmao,0
here is an idea look at the recommended minimum age for the games if youre a parent and you think your kid will become violent for playing a game first off youre either the issue or youre kid is already a problem second just dont let your kid play those games i have played hundreds of violent games over years of my life and i dont have as much as a traffic violation ticket on my record,1
i blame a lack of access to video games for the recent uprising in sjwstransfagsthese people are so thinskinned theyve clearly never played a single round of any online game featuring integrated voice chatmaybe they need to be told that 50 of the us population has fucked their mother more often,1
sell it,0
666 likes,0
and people wonder why i hate republicans,0
509 all players must be from murica or its bad for your children,0
heres a thought maybe gun violence isnt caused by videogames maybe its caused by access to guns in the first place im just sayin,0
really girls dont play these violent games that is the stupidest thing i ever heard fyi i have seen a lot of girls play these games i am a boy and i play outside swim ride my bike and do other stuff like reading which some of the books i read have violence in them but the people at fox news and most of the public think books dont cause violence next time research the topic before you all blame video games,1
watch it slowed down,0
honestly i totally agree with ben shapiro its crap in fact i play video games at least 5 hours a day and i think parents need to do something at least,1
yeet,0
everything was fun until the slime ugh my appetite is ruined for the rest of the day,0
will it chicken fried or will it mac and cheese,0
will it mozzarella stick will it cream cheese will it meat ball will it crunch bar will it milk will it oreo will it starbucks will it slush will it boil will it cheese will it necklace,1
no,0
i keep rewatching the part where rhett just spits out the hagfish and dying laughing,0
will it pudding,0
you guys should come out with a cookbook of all your will it yeses then you could call it will it yes and then other people could try stuff like that,1
please please do will it toilet paper please,1
well whats the difference between stuffing or dressing,0
you guys are amazing,0
let me bore you with this unexciting factwe koreans dont eat the slimy part but we eat the meat part because they are basically eellike fish grilled fish,0
where and how did you get your data this piece is clearly based on bias not facts,0
idk if gmm has done this or not as im fairly new to the channel but have they left things in water for a month clear gummy bears after three days are pretty cool,0
holy shit that last one is probably the nastiest shit ive ever seen yall i was actually literally physically cringing at it lmao,0
i have a really really really really horrible thing with vomit when they got to the hagfish and rhett said projectile vomit i almost threw up,0
so link cant eat tomatosbut can eat slime,0
ive been playing gta since i was a kidnow im 20 yo and i never even once held a gun,0
will it boba tea,0
gravy is disgusting  always has been to me always will be,0
my favorite series,0
when i see ninja rage that makes me think,0
256 youre welcome world you guys do realize rest of the world do not celebrate your thanks giving,0
love you guys yall are so funny i laughed so hard i cried,0
i bet more than 70 of the comments are about josh,0
i died at the opa,0
gravy my biscuiti was distracted and this just pulled me right in ,0
will it hot sauce or will it sauce,0
hi,0
im sick probably not the best time to watch this oh well,0
fifty shades of gravy wow just wow i never thought i hear that in my life,0
smash is nowhere near violentalso who the hell plays with a wiimote,0
because to make a terroist attack we need to know how to bost jumps ground slams and hive,0
it was amazing to see you guys at the foxwoods casino great show,0
that moment when you realize gmm has switching thumbnails the quality of this show is godlike,0
would love seeing way more of josh his ideas are awesome and i like his personality  passion for cooking,1
057 is link insinuating that he smothers his children oo,0
officially the gmm that made me legitimately nauseous 1010 internets,0
pongan subtitulos en espaol plisss,0
the hag vomit how was that safe ,0
$660 left to go,0
can i borrow josh for a day i just want him to whip me up some really tasty concoctions in the kitchen id love to try that pizza gravy,0
im here people dont worry,0
the slime looks like something else i couldnt get that down,0
50 shades of gravy  i saw it comingi cant believe  rhett just coughed up everything and link actually swallowed it  links little shake  1323,0
pause at 951,0
1,0
that oreo garvey looks soo nice now im hungry for that,0
can we get more exact recipes,1
will it stuffwill it coffeewill it viagrawill it juice,0
thats what u get for having a prius xd,0
link eats edible underwear like someone whos done it before just sayin,0
garleek                    link 2018,0
yeah that slimed car was all over oregonian news channels and websites typical oregon shenanigans,0
can you post the detailed recipes that worked i need pizza gravy in my life,1
josh please open a food truck on the weekends  gmm eats  lines around the block all day,1
yes girls are into video games,0
