This has inspired me to put pudding on pizza,0
"F A M I L Y
F R I E N D L Y
S H O W
B T W",0
"A family we have thanksgiving with is French and they put so much wine in the gravy, so much",0
8:59 demonitized,0
Poor Link!,0
"E D  W A N T S  T O  K N O W  Y O U R  
L O C A T I O N .",0
"link, baby, honey, why are you so ungraceful",0
Pepperoni forward is how people describe me when they see me shirtless.,0
"Am I the only one that see their own Dad in Rhett.
So many things he says remind me of my Dad.
Is that odd?",0
Will it weed,0
fifty shades of gravy,0
What if you put the pizza gravy on pizza,1
This is the first GMM that has made me gag! Congrats fellows!,0
I am Korean but I never saw that SHIT on my cuisine,0
So you like your children lathered up with something?!,0
Am I the only one who would put the pizza gravy on regular pizza? Or start using the pizza gravy as sauce?,0
"9:55 Chase in the back, opa.....",0
"I see you slyly adding controversial commentary Lincoln! 
""Strong independent women we unfairly call basic"" Rhett grunts in either agreement or somewhat shock",0
Can you start showing little clips of how you made everything? Im always so curious to try some of this stuff or make it,1
link turns into a velociraptor when he's trying not to vomit,0
"A family we have thanksgiving with is French and they put so much wine in the gravy, so much",0
Are you gonna gravy that or is it or you gonna eat that and I want garleak,0
I couldnt watch the last bit....my gag reflex just went into overdrive as soon as Rhett pulled that nasty out of that plastic container.,0
11:00 looked up 11:13 threw up lol tf,0
"Running out of Will it Ideas, rub some bacon on it. Lol",0
When the crew actually finds a way to literally get Rhett and Link to eat snot. It's literally just mucus.,0
Is I just me or did they look bothers with each other,0
Next up on will it: Will it make Link gag?,0
Dink it sink it,0
Not really liking the new GMM there used to be no politics and was kid friendly. What happened?,0
The first 2 look good the third makes me squirm,0
Dude what if you dunk Oreos in Oreo gravy and sell it like that you could call it gravy covered oreos,1
10:18 the face of arousal,0
Why is this so entertaining to watch in 1.50 speed,0
"Rhett: Ya GOt SeXDuSt oN mY pAnTs
My dad: walks in
im getting the belt...",0
"Josh could of been a chef, but he choose to be Rhett and links personal chef",0
"14:25  - Yummm... Durian ice cream!!
Tos buat Good Mythical Best Indonesia. ;)",0
Rhett and Link need to change the name of this show to 'Juices and Drippings',1
You should make a restaurant that sells everything  that does from the will it episodes,1
Sprite cranberry will it gravy,0
Put unit on pizza :),0
"Couldnt watch the hagfish part, youve gone too far.",0
Anyone know where rhett got that shirt?,0
Who else gagged watching this?,0
I was thinking of something completely different at 3:12 ...,0
"slow the video to 0.25 speed, start @ 13:10",0
I laughed so damn hard when Rhett was talking about how he thought he swallowed it and link is panicking about the taste in mouth,0
Note to self: dont eat while watching will it,0
Dayum thats rare rhett gagging and link swallowing it,0
"How bout a will it season, make seasoning out of various things.",1
Who knew link loves his kids by smuthering them in gravy!,0
"watched the top 5 grossest moments out, found out about the white flag once per year from it, the hag fish would of been my white flag",0
My idea from two years ago :),0
Biologists are still studyingit to see it's effects ......and it disintegrated a car.....so we are going to eat it..... welp the show was nice while it was here,0
And will it popcorn,0
Will it m&m,0
That hagfish slime was truly vile. I almost threw up.,0
pOuR iT oN mEh BiScUiT,0
Hehe. I always get a good laugh out of these two,0
Yung Gravy,0
Will it cake?,0
Isnt this a child friendly channel,0
I really wanted to eat my breakfast thank you.,0
Link's behaviour in this video proves his status as everyones weird uncle,0
Decided to eat while watching this. Instant regret,0
i hate gravy like if u agree,0
you should do a will it syrup if you have not done it yet,1
0:19 the two different ways you look when the teacher calls on you,0
Rieeot ynte eh awnoei sorry kaleb love yolt,0
Made on my birthday!,0
I thought it went in the trash! XD,0
I have an uncle named dug and he knows his wine,0
I want to try the pizza gravy,0
