Please enable removing language code from the Dev Center language history For example if you ever selected ru and ru-ru languages and you published this xap to the Store then it causes Tile localization to show the en-us(default) tile localization which is bad.,1
Some of my users will still receive the old xap version of my app.,0
The store randomly gives the old xap or the new xap version of my app.,0
My app has a WP7 version and a WP8 version XAP in the same submission.,0
The wp7 xap works only on WP7 and the wp8 xap works only for WP8.,0
Sometimes the Store gives the wrong wp7 xap version of my app to Windows Phone 8 users.,0
It should be an option to remove the ru language code from my app language History or an option to completly replace: Fully replace the prevoius(es) xap(s).,1
"Currently if you ever mistakenly selected a ru language than you will be in a very bad situation forever: - You can live with the wrong Tile displayed for Russian language in the Store (the english one) or - You can publish an update with the removed ru language, but this update will not fully replace the old version and you will in truble: 1.)",0
"Provide a workaround for removing the ru language from the language history (I have no need for ru culture just for ru-ru, but there is no way to remove ru from the language history if you ever posted your app with ru language support) 2.",1
"Or add and implement an AppResLib.dll.xxxx.mui for the ru language culture In the documentation AppResLib.dll.xxxx.mui exist only for ru-ru and not for ru culture: http://msdn.microsoft.com/en-us/library/windowsphone/develop/ff967550(v=vs.105).aspx Thanks, Tom Please enable removing language code from the Dev Center language history For example if you ever selected ru and ru-ru laguages and you published this xap to the Store then it causes Tile localization to show the en-us(default) tile localization which is bad.",1
Wich means the new version not fully replaced the old version and this causes me very serious more,0
When I driving my car and need to make call at 99% of times the phone use vocal commands for starting bing search instead of call contact.,0
"But if I press power button and unlock device and open phone and say call <person name, device start calling correctly!",0
This in driving mode activated.,0
"Also in italian translation, after reading sms, the device say fatto for ending operation but work only if I say ho finito.",0
If I say fatto vocal command unrecognized!,0
Other little bugs: with my lumia 820 before first WP8 upgrade work fine with vocal commands but from first upgrade to now is bad.,0
But my old wp7 work fine using same bt sony car stereo!,0
Other little bugs: with my lumia 820 before first WP8 upgrade work fine with vocal commands but from more,0
Outlook color schemes.,0
"Settings, current live tile Size , and More",0
Open the network + settings and tap on call settings.,0
Hit the power button to go to sleep mode.,0
Wait for 15-20 minutes and switch on the mobile again.,0
The window will be blank with only heading on it.,0
100% reproducible on Lumia 920 cyan update.,0
"I always use this feature, please fix ASAP.",1
Seems there is an issue with the sd card in WP 8.1 Preview.,0
Its getting annoying.Please fix this.,1
Ive been working on an LOB for my field of engineering (civil/structural).,0
The point is to make the app universal across devices so that our engineers do not have to spend too much time learning and relearning the controls.,0
"And because the same app runs on tablets and PCs, our engineers can work in the field, come back to their office, and continue working with the same data on their PCs.",0
"Because of windows 8.1 and windows phone 8.1 universal app, I am hoping to adapt the app to windows phone as well.",0
All the saved and live data are saved on onedrive to allow roaming between the devices.,0
